CD,Cluster,Party,Very low density,Low density,Medium density,High density,Incumbent,Clinton16,Trump16,Obama12,Romney12,Obama08,McCain08,cong_R16,cong_D16,cong_Other16,PVI,cook_rating,cook_score,is_competitive_cook,D538,is_competitive538,Pure rural,Rural-suburban,Low-density suburban,High-density suburban,Urban-suburban,Pure urban
TX-14,Low-density suburban,R,0.2070210016039448,0.33973233412455817,0.41313207231010707,0.04011459196138997,"Weber, Randy",0.384,0.5820000000000001,0.395,0.593,0.42,0.57,0.618560948841866,0.381439051158134,0,12,Solid R,3,0,0.0126,0,0.04554131966658155,0.17314839145954117,0.6047774037807319,0.12932327232634255,0.036150149415851054,0.011059463350951764
TX-15,Low-density suburban,D,0.17133379964239634,0.5458150156150259,0.28285118474257787,0,"Gonzalez, Vicente",0.5670000000000001,0.4,0.574,0.415,0.57,0.42,0.376816412082556,0.573093154683089,0.0500904332343545,-7,Solid D,-3,0,0.9993,0,0.06601233427618348,0.24207339026583277,0.5617525041855398,0.07666814358761602,0.03819638606154445,0.015297241623283423
TX-16,High-density suburban,D,0.0246878691611135,0.2747281369390795,0.47847644267006917,0.22210755122973794,"O'Rourke, Beto",0.679,0.272,0.642,0.345,0.64,0.35,0,0.857323844797379,0.1426761552026205,-17,Solid D,-3,0,0.9999,0,0.01040586975550517,0.022920499482248245,0.08215687908714006,0.8348645478907202,0.0420695067082172,0.0075826970761690106
TX-17,Rural-suburban,R,0.3151478249867198,0.2861089078171572,0.31459738939932236,0.08414587779680066,"Flores, Bill",0.38799999999999996,0.563,0.377,0.604,0.41,0.58,0.608058503711421,0.352434399010288,0.0395070972782914,12,Solid R,3,0,0.0041,0,0.09679927486107483,0.5620692762952614,0.1992825089996797,0.0879084084506783,0.040621556613142734,0.013318974780163055
TX-18,High-density suburban,D,0.005412291115655408,0.17347191070679938,0.6024023450835794,0.21871345309396575,"Jackson-Lee, Sheila",0.765,0.2,0.7609999999999999,0.228,0.77,0.23,0.236437143919964,0.734954088924565,0.0286087671554711,-27,Solid D,-3,0,1,0,0.014440423519322025,0.02658070337040958,0.06196104563655906,0.8245115012386616,0.060340889532579656,0.012165436702468006
TX-19,Rural-suburban,R,0.37878563367196894,0.24282701112240135,0.31790446749167683,0.06048288771395295,"Arrington, Jodey",0.235,0.725,0.25,0.736,0.28,0.71,0.866514313797764,0,0.1334856862022362,27,Solid R,3,0,0,0,0.16013827366233585,0.5489736142445819,0.1457829384697241,0.08577932453610566,0.043703017046971875,0.015622832040280487
TX-20,High-density suburban,D,8.775021115614715e-4,0.14151103821732613,0.6221164924959601,0.23549496717515225,"Castro, Joaquin",0.61,0.34299999999999997,0.589,0.397,0.58,0.41,0,0.797361311671081,0.2026386883289199,-10,Solid D,-3,0,0.9997,0,0.020907720455191434,0.03684114192086001,0.07837365021264808,0.7512992801611936,0.09357312469190983,0.019005082558197117
TX-21,High-density suburban,R,0.283819983178656,0.1813966775903085,0.36019310880030203,0.17459023043073357,"Smith, Lamar",0.425,0.525,0.379,0.598,0.42,0.56,0.570082380466869,0.364476688827658,0.0654409307054723,10,Likely R,2,1,0.1987,0,0.10847605411994711,0.25934361818415286,0.22536515050785821,0.26082495686941626,0.11623163925911842,0.029758581059507128
TX-22,Low-density suburban,R,0.08148152235397363,0.41366315486980126,0.43640918733099066,0.06844613544523448,"Olson, Pete",0.442,0.521,0.36700000000000005,0.621,0.39,0.6,0.595215730682752,0.404784269317248,0,10,Solid R,3,0,0.1416,0,0.014314752184661017,0.04204843252881785,0.8439164554433547,0.07529738349458322,0.01884245596161896,0.00558052038696419
TX-23,Rural-suburban,R,0.3641115318498435,0.3747869335334184,0.24568067705641422,0.015420857560323851,"Hurd, Will",0.498,0.46399999999999997,0.48100000000000004,0.507,0.5,0.49,0.482942807852729,0.469617627148254,0.0474395649990173,1,Lean R,1,0,0.4828,1,0.015208216559547875,0.9619715342116398,0.01426333915368548,0.004798820300448235,0.002676222864869123,0.001081866909809465
TX-24,High-density suburban,R,1.105962590465156e-4,0.1662237310629926,0.4941270825616254,0.3395385901163354,"Marchant, Kenny",0.445,0.507,0.38,0.604,0.41,0.58,0.561775536488472,0.393233805576215,0.044990657935313,9,Solid R,3,0,0.0424,0,0.018855039244775523,0.03402179119355365,0.07142125912270421,0.6351392997150763,0.21762112204437278,0.022941488679517417
TX-25,Rural-suburban,R,0.34230382444735474,0.38562092931364156,0.22914288677901942,0.04293235945998432,"Williams, Roger",0.402,0.551,0.37799999999999995,0.599,0.43,0.56,0.58346335865066,0.37741621426453,0.0391204270848109,11,Solid R,3,0,0.0681,0,0.00934670566393336,0.9733789883349208,0.011075851551790621,0.0034396447892175034,0.0019743971477821916,7.844125123554794e-4
TX-26,Low-density suburban,R,0.08200419592494086,0.36468704282524056,0.4914521041593642,0.0618566570904545,"Burgess, Michael",0.344,0.609,0.307,0.6759999999999999,0.35,0.64,0.663563996489908,0.296185909489783,0.0402500940203084,18,Solid R,3,0,5e-4,0,0.029883934426307383,0.07938727754928263,0.5973692556471607,0.2376688714526503,0.0433766660833938,0.012313994841205133
TX-27,Rural-suburban,R,0.3462515409128181,0.24892562530216533,0.284526699754261,0.12029613403075563,"Cloud, Michael",0.365,0.601,0.382,0.605,0.4,0.59,0.616926880041634,0.383073119958366,0,13,Solid R,3,0,0.0022,0,0.1386420259772764,0.5382736235506939,0.15933103029719592,0.09402078205757786,0.05231847772874858,0.0174140603885073
TX-28,Low-density suburban,D,0.2573799333899062,0.2791162771041919,0.3631710472852813,0.10033274222062043,"Cuellar, Henry",0.583,0.385,0.603,0.387,0.58,0.41,0.31305234165754,0.661920820637382,0.025026837705078,-9,Solid D,-3,0,0.9998,0,0.07841625450028497,0.31936287526402074,0.3594276450158136,0.167675754737323,0.05832747053217594,0.016789999950381856
TX-29,High-density suburban,D,4.581802611406042e-4,0.16857343704636293,0.5906342279236836,0.24033415476881287,"Green, Gene",0.711,0.254,0.659,0.33,0.62,0.37,0.239775120849813,0.724712460790108,0.0355124183600795,-19,Solid D,-3,0,0.9999,0,0.013367077391997103,0.024438747190352387,0.056037982491100403,0.83027312335115,0.06386488887410856,0.01201818070129156
TX-30,High-density suburban,D,0.016538137106211808,0.23321223224404358,0.6201333396500724,0.1301162909996722,"Johnson, E.B.",0.7909999999999999,0.183,0.7959999999999999,0.196,0.78,0.21,0.189730653578642,0.779167009404733,0.0311023370166251,-29,Solid D,-3,0,1,0,0.02531032732724906,0.049574826331934496,0.13608679794379014,0.7061553606836026,0.0663634270765736,0.01650926063685006
TX-31,Low-density suburban,R,0.163464144126182,0.38609924599767004,0.4127171525332407,0.03771945734290734,"Carter, John",0.408,0.535,0.38299999999999995,0.596,0.43,0.56,0.583510197197352,0.36492051667674,0.0515692861259083,10,Likely R,2,1,0.1952,0,0.02060217467301323,0.07449471727108992,0.8149303099071368,0.06574739476878834,0.018485923316251266,0.005739480063720576
TX-32,High-density suburban,R,9.408522561882038e-5,0.1594550619065286,0.5060062782955792,0.3344445745722734,"Sessions, Pete",0.485,0.466,0.415,0.57,0.44,0.55,0.71068328889781,0,0.2893167111021905,5,Tossup,0,1,0.2675,1,0.018440376132226356,0.033071738630230094,0.06901626179201965,0.6598086722536122,0.19754015470670724,0.02212279648520449
TX-33,High-density suburban,D,0.003517059283313981,0.16578061948610856,0.5868797971844121,0.24382252404616533,"Veasey, Marc",0.7290000000000001,0.237,0.72,0.271,0.69,0.31,0.262896754742065,0.737103245257935,0,-23,Solid D,-3,0,1,0,0.012902086046715278,0.02357106506010662,0.05362002510710603,0.8351604308908694,0.06308439137924444,0.011662001515958323
TX-34,Rural-suburban,D,0.28436597891588283,0.38833303852647527,0.30856059899877114,0.018740383558870845,"Vela, Filemon",0.5920000000000001,0.377,0.608,0.38299999999999995,0.6,0.39,0.373278789657465,0.626721210342535,0,-10,Solid D,-3,0,0.9995,0,0.06356109559544541,0.5973832878932062,0.25381801543440774,0.0528417329469012,0.02376995112008928,0.008625917009950254
TX-35,High-density suburban,D,0.048829618980571976,0.2926815458171687,0.4679270466833268,0.1905617885189325,"Doggett, Lloyd",0.6409999999999999,0.305,0.63,0.34600000000000003,0.63,0.35,0.315746851844354,0.630704134105357,0.0535490140502895,-15,Solid D,-3,0,0.9999,0,0.01614850092801131,0.03812883959962297,0.1657734724413438,0.7200018282563561,0.04996438131003413,0.009982977464631684
TX-36,Rural-suburban,R,0.45991615727046853,0.24389432279622517,0.2796119243151814,0.01657759561812483,"Babin, Brian",0.252,0.72,0.257,0.732,0.3,0.69,0.88612083361929,0,0.113879166380711,26,Solid R,3,0,0,0,0.3036490352926033,0.5012108750975867,0.09290138896584317,0.05561262154572402,0.032921289236493685,0.0137047898617492
UT-01,Low-density suburban,R,0.25475282029347845,0.3023551941778266,0.40513163203921965,0.037760353489475276,"Bishop, Rob",0.22399999999999998,0.49700000000000005,0.204,0.774,0.294,0.677,0.659306914634806,0.264478924510281,0.0762141608549135,26,Solid R,3,0,3e-4,0,0.0745843986679509,0.2903220934997254,0.41673178177621717,0.15507604806299188,0.04821997968884142,0.015065698304273277
UT-02,Rural-suburban,R,0.2930644080911945,0.27064694137357126,0.27414430809346396,0.1621443424417703,"Stewart, Chris",0.32,0.46,0.292,0.68,0.384,0.585,1.350642529489257,0.338750401855217,0.0452209029731868,16,Solid R,3,0,0.0125,0,0.11136535717299202,0.4505162155408213,0.22377691043869588,0.12354868455679958,0.06987004276729392,0.020922789523397226
UT-03,Low-density suburban,R,0.11380403164030681,0.31028637504607653,0.4503049011741949,0.12560469213942185,"Curtis, John",0.233,0.47200000000000003,0.195,0.7829999999999999,0.295,0.675,0,0.26538616568234,0,25,Solid R,3,0,2e-4,0,0.02832275605767135,0.07864249695105635,0.46819026231446503,0.3627342437170926,0.05004634711840999,0.01206389384130461
UT-04,High-density suburban,R,0.0985993182934418,0.18060862112462098,0.5318751895220365,0.18891687105990077,"Love, Mia",0.324,0.391,0.302,0.672,0.409,0.561,0.537558864984758,0.413058284074313,0.0493828509409292,13,Lean R,1,0,0.1757,0,0.008925523066746944,0.018122655143544244,0.04232063341329319,0.8967337081046937,0.028348302056167094,0.005549178215554846
VA-01,Rural-suburban,R,0.31505418075594366,0.446739547641084,0.234571780874079,0.003634490728893316,"Wittman, Rob",0.41200000000000003,0.536,0.434,0.5529999999999999,0.43799999999999994,0.5539999999999999,0.598492155308003,0.366003301659929,0.03550454303206772,8,Solid R,3,0,0.014,0,0.0636331971701417,0.768190068097421,0.11686782921919173,0.0288126364684878,0.01593385297615508,0.006562416068602489
VA-02,High-density suburban,R,0.09057549106690715,0.15527133596198506,0.5277997924311668,0.2263533805399409,"Taylor, Scott",0.45399999999999996,0.488,0.48200000000000004,0.505,0.479,0.511,0.613169585372135,0.384496523306722,0.00233389132114345,3,Lean R,1,0,0.3806,1,0.0086314314324469291,0.01666530578934451,0.035386438327293664,0.8974956960718635,0.03562510093526955,0.006196027443781754
VA-03,High-density suburban,D,0.06802755850193938,0.13590290365746635,0.557539532740155,0.23853000510043923,"Scott, Bobby",0.636,0.319,0.6759999999999999,0.313,0.654,0.33899999999999997,0.330661296983395,0.666953718494995,0.00238498452161052,-16,Solid D,-3,0,1,0,0.01218718574098944,0.022379766310387256,0.04582776132607015,0.8541552776743455,0.055669854567267134,0.009780154380940587
VA-04,Rural-suburban,D,0.29318812854640885,0.4235608141084108,0.2770746270778618,0.006176430267318546,"McEachin, Donald",0.5870000000000001,0.371,0.603,0.385,0.601,0.391,0.420338679950043,0.577261543875235,0.00239977617472217,-10,Solid D,-3,0,0.9992,0,0.06230591485734642,0.6814023680438205,0.18915735492996794,0.03980305541547949,0.01971495977889706,0.007616346974488601
VA-05,Pure rural,R,0.6882453882342682,0.19147628609870554,0.08736710055730189,0.0329112251097244,"Garrett, Tom",0.423,0.534,0.45899999999999996,0.525,0.46799999999999997,0.522,0.582338514147969,0.415789104872956,0.00187238097907586,6,Lean R,1,0,0.5419,1,0.7913189264326607,0.10873771354023924,0.036777278784785525,0.026903461179704276,0.02283383110931544,0.01342878895329481
VA-06,Rural-suburban,R,0.39860245290639934,0.32262980660268425,0.2709133486897983,0.007854391801118122,"Goodlatte, Bob",0.349,0.597,0.395,0.588,0.41200000000000003,0.5770000000000001,0.66617521923086,0.331416786820148,0.00240799394899189,13,Solid R,3,0,0.0032,0,0.09076184108266186,0.8099745512594165,0.05650231322948801,0.024151994063387416,0.01326722085859094,0.005342079506455325
VA-07,Rural-suburban,R,0.2966373188483497,0.3937700324637032,0.27149223004122025,0.03810041864672678,"Brat, Dave",0.44,0.505,0.441,0.546,0.449,0.5429999999999999,0.575031183331619,0.422350207932829,0.00261860873555216,6,Tossup,0,1,0.3441,1,0.04868366223273886,0.7590792260536798,0.13856217917847635,0.03181005902541137,0.01594117909014579,0.005923694419547877
VA-08,Urban-suburban,D,0.0027739138114414364,0.06105723846580631,0.27610638611850313,0.6600624616042491,"Beyer, Don",0.735,0.209,0.6779999999999999,0.31,0.6629999999999999,0.32799999999999996,0.27277667340381,0.683842223312734,0.04338110328345629,-21,Solid D,-3,0,1,0,0.023719206260366353,0.03227678971904798,0.04090291804849218,0.07349551481163359,0.6253616861386074,0.20424388502185245
VA-09,Pure rural,R,0.6897624015301342,0.28582831955654814,0.02440927891331762,0,"Griffith, Morgan",0.273,0.688,0.349,0.631,0.397,0.589,0.685850731647585,0.283175489080873,0.03097377927154259,19,Solid R,3,0,0.0062,0,0.8260190064965504,0.09462615319085987,0.030840127233070284,0.020494476700492575,0.017391731282671914,0.010628505096354886
VA-10,Low-density suburban,R,0.15272208335744156,0.3634143079331689,0.4196759310194726,0.06418767768991698,"Comstock, Barbara",0.522,0.42200000000000004,0.488,0.499,0.496,0.496,0.526823404154285,0.469142775738097,0.00403382010761852,-1,Lean D,-1,0,0.7909,1,0.020424406559395925,0.06998637104327737,0.7935556492181969,0.08806375697562116,0.02167213865735639,0.006297677546152214
VA-11,High-density suburban,D,4.914925737233102e-4,0.10444191972092297,0.6259287562460777,0.269137831459276,"Connolly, Gerry",0.669,0.275,0.625,0.363,0.607,0.385,0,0.877784940599741,0.122215059400259,-15,Solid D,-3,0,0.9999,0,0.0266304633331616,0.04498302518322824,0.08746067998349479,0.675037504118535,0.1388051816638228,0.02708314571775765
VT-AL,Pure rural,D,0.6861583810912273,0.20450651418205856,0.08349394569891529,0.025841159027798846,"Welch, Peter",0.5670000000000001,0.303,0.67,0.312,0.6779999999999999,0.306,0,0,0.9999999999999996,-15,Solid D,-3,0,1,0,0.8125327026579566,0.09918046500762147,0.03290140809216825,0.023670920513618843,0.019972678164877508,0.011741825563757365
WA-01,Low-density suburban,D,0.19901177044288548,0.33832597059818637,0.4038763827462598,0.05878587621266834,"DelBene, Suzan",0.541,0.37799999999999995,0.541,0.433,0.563,0.419,0.445849718658951,0.55415028134105,0,-6,Solid D,-3,0,0.9985,0,0.03974625098281513,0.1531266933282594,0.6383328695178947,0.12442081247121377,0.03422397923034086,0.010149394469475945
WA-02,High-density suburban,D,0.1338365655938002,0.2543761893397514,0.4527145215915021,0.15907272347494641,"Larsen, Rick",0.569,0.348,0.5920000000000001,0.38,0.605,0.376,0.359837496312322,0.640162503687678,0,-10,Solid D,-3,0,0.9994,0,0.02838770629292105,0.07243903270162169,0.23629098250929706,0.5892518555693186,0.060634476777621835,0.012995946149219856
WA-03,Rural-suburban,R,0.2933250149751317,0.22608710965421364,0.3800808921550665,0.10050698321558825,"Herrera Beutler, Jaime",0.425,0.499,0.479,0.496,0.509,0.47100000000000003,0.617526980914654,0.382473019085346,0,4,Lean R,1,0,0.1626,0,0.10671911733360846,0.32916262054217255,0.26751356750704547,0.20103007673823475,0.0739747760285846,0.02159984185035417
WA-04,Rural-suburban,R,0.35289847368926014,0.39510413268977607,0.2007155778249279,0.05128181579603592,"Newhouse, Dan",0.35100000000000003,0.579,0.379,0.597,0.392,0.589,1,0,0,13,Solid R,3,0,0.0048,0,0.015191714260679128,0.9625930766879025,0.013740320437776125,0.004534102191944058,0.002791123791705891,0.001149662629992237
WA-05,Rural-suburban,R,0.2957828870472314,0.23504232865183372,0.3455145086497446,0.12366027565119031,"McMorris Rodgers, Cathy",0.391,0.522,0.43700000000000006,0.535,0.46299999999999997,0.512,0.596410269090729,0.403589730909271,0,8,Lean R,1,0,0.2471,0,0.10948414381047826,0.3683266412765357,0.2525276674252022,0.17445166130117412,0.07379806809686462,0.02141181808974509
WA-06,Rural-suburban,D,0.24663752667646768,0.4114570533316798,0.23112655793997616,0.11077886205187634,"Kilmer, Derek",0.518,0.395,0.561,0.41200000000000003,0.57,0.409,0.384694693045871,0.615305306954129,0,-6,Solid D,-3,0,0.9994,0,0.06979449417393041,0.5149376077356514,0.3041534808242842,0.0629539854749446,0.035580402290172286,0.012580029501017118
WA-07,Urban-suburban,D,0,0.03533131214718924,0.27671226992526804,0.6879564179275427,"Jayapal, Pramila",0.821,0.122,0.792,0.18100000000000002,0.804,0.18,0,1,0,-33,Solid D,-3,0,1,0,0.026688315237303757,0.0354858189803807,0.04413093606435915,0.07825907596670152,0.5306765941302771,0.28475925962097764
WA-08,Low-density suburban,R,0.18433460602936066,0.4246742585612891,0.3492977944127728,0.0416933409965775,"Reichert, David",0.47700000000000004,0.447,0.49700000000000005,0.48100000000000004,0.515,0.46799999999999997,0.601950976267278,0.398049023732722,0,0,Tossup,0,1,0.5737,1,0.020676938502902663,0.09468790721961927,0.8250739105558761,0.03985688359678034,0.014786650611326788,0.00491770951349498
WA-09,High-density suburban,D,0.001667774745756259,0.11033743726770592,0.6321917618297576,0.2558030261567802,"Smith, Adam",0.705,0.233,0.6829999999999999,0.29600000000000004,0.6859999999999999,0.299,0.271125684768475,0.728874315231525,0,-21,Solid D,-3,0,1,0,0.026360761380873312,0.04481277722078867,0.08838896089814122,0.6871750276528104,0.12750308093541723,0.02575939191196907
WA-10,High-density suburban,D,0.09025146070462728,0.306474305298496,0.562830058982941,0.04044417501393578,"Heck, Denny",0.513,0.39899999999999997,0.563,0.41100000000000003,0.5720000000000001,0.41,0.413347833867926,0.586652166132074,0,-5,Solid D,-3,0,0.9991,0,0.0427504530007332,0.09865767994658496,0.35974092150888964,0.4164822713238896,0.06399959958663784,0.01836907463326466
WI-01,Low-density suburban,R,0.2163419334715185,0.4066447041956971,0.28089891515707177,0.09611444717571252,"Ryan, Paul",0.423,0.526,0.474,0.516,0.508,0.48100000000000004,0.64947141102909,0.302059309235134,0.04846927973577609,5,Lean R,1,0,0.2034,0,0.04925442564216759,0.3034565021694136,0.5375333549643475,0.06759623692285524,0.031688241257246313,0.0104712390439699
WI-02,Rural-suburban,D,0.2977812304857133,0.32953463433614827,0.24391646807573328,0.12876766710240523,"Pocan, Mark",0.6579999999999999,0.29,0.6829999999999999,0.305,0.701,0.28600000000000003,0.311621363613526,0.687175300205999,0.00120333618047531,-18,Solid D,-3,0,1,0,0.0828296780841361,0.6394658421791295,0.16816224428369755,0.061746327690834886,0.03574337173550361,0.012052536026698235
WI-03,Pure rural,D,0.5503073687182121,0.30753881807618083,0.12346792631164367,0.018685886893963517,"Kind, Ron",0.44799999999999995,0.493,0.5479999999999999,0.43799999999999994,0.594,0.391,0,0.988596996581788,0.011403003418212553,0,Solid D,-3,0,0.9964,0,0.947434097810266,0.037245271868203256,0.006839894918916495,0.003948856393910575,0.0029910666904625115,0.0015408123182411072
WI-04,Urban-suburban,D,0,0.03693957665392049,0.307625139048598,0.6554352842974815,"Moore, Gwen",0.74,0.218,0.753,0.23800000000000002,0.7440000000000001,0.24600000000000002,0,0.767424514393065,0.23257548560693475,-25,Solid D,-3,0,1,0,0.023212941722611128,0.03152981582696436,0.04030916507942514,0.07652281948037702,0.6494380070237447,0.17898725086687758
WI-05,Low-density suburban,R,0.18632932506143834,0.44585087833924425,0.2526919566188217,0.11512783998049571,"Sensenbrenner, Jim",0.373,0.574,0.377,0.613,0.418,0.5720000000000001,0.667033394397765,0.292896910276223,0.0400696953260124,13,Solid R,3,0,0.0144,0,0.0513672123132939,0.24935881980872068,0.5769087434416456,0.07185337620392203,0.03766121875541302,0.012850629477004712
WI-06,Rural-suburban,R,0.4022408859265415,0.32415712245800177,0.22702813415311277,0.04657385746234403,"Grothman, Glenn",0.38799999999999996,0.557,0.45799999999999996,0.531,0.494,0.493,0.571547358076952,0.37255972428699,0.0558929176360577,8,Likely R,2,1,0.271,1,0.06587792795300597,0.8788272455795693,0.03039553942894373,0.013389323766986004,0.00817024777559079,0.003339715495904247
WI-07,Pure rural,R,0.7374115761038426,0.19479220267761654,0.061157803019700765,0.0066384181988400825,"Duffy, Sean",0.373,0.5770000000000001,0.478,0.509,0.532,0.45299999999999996,0.616715111063265,0.382705212396245,5.79676540490406e-4,8,Solid R,3,0,0.0081,0,0.7393392919096285,0.12934439199333506,0.047656112467553684,0.03506852312265331,0.030061244690475747,0.01853043581635387
WI-08,Rural-suburban,R,0.4136834994662961,0.2884285757472361,0.2637267065154395,0.034161218271028256,"Gallagher, Mike",0.386,0.562,0.47600000000000003,0.513,0.537,0.45,0.626455550057727,0.37297817362142,5.662763208532631e-4,7,Solid R,3,0,0.0059,0,0.14757699703223193,0.7201614061917491,0.0697536251295433,0.0345934165269591,0.019942026793855823,0.007972528325660698
WV-01,Pure rural,R,0.514883928209699,0.32589231454847467,0.14305716485030182,0.016166592391524532,"McKinley, David",0.264,0.68,0.355,0.622,0.415,0.5670000000000001,0.689733885225081,0.310266114774918,0,19,Solid R,3,0,0.0012,0,0.756190118773904,0.18785839359066267,0.026403639512874527,0.01417719935112915,0.010288746653541106,0.0050819021178884725
WV-02,Pure rural,R,0.5010973506819251,0.3820364013296179,0.10731321843677116,0.009553029551685858,"Mooney, Alex",0.294,0.6579999999999999,0.38,0.6,0.439,0.547,0.581813448808747,0.418186551191254,0,17,Solid R,3,0,0.053900000000000003,0,0.6160764404296002,0.2957114744394344,0.04305876441236547,0.021318313809768147,0.015782434035243657,0.008052572873588066
WV-03,Pure rural,R,0.676020699648106,0.2124214448354378,0.09835810391223349,0.013199751604222728,"Jenkins, Evan",0.233,0.725,0.32799999999999996,0.65,0.423,0.557,0.678819477938765,0.239750737946868,0.0814297841143673,23,Lean R,1,0,0.0972,0,0.8378253857024144,0.08813880687173792,0.028163965509174785,0.019943488815081074,0.016442685200627617,0.009485667900964312
WY-AL,Pure rural,R,0.49199954033161303,0.2824645086265006,0.21175447533484612,0.013781475707040301,"Cheney, Liz",0.225,0.701,0.28,0.6920000000000001,0.327,0.652,0.620297407219115,0.299734684799187,0.07996790798169796,25,Solid R,3,0,1e-4,0,0.488176190337695,0.4004386758979348,0.05317987153376612,0.029632045719410798,0.019640504402445774,0.008932712108747586
